category,personName,country,city,source,industries,countryOfCitizenship,organization,status,gender,birthDate,lastName,firstName,title,date,state,residenceStateRegion,gdp_country
Fashion & Retail,Reinold Geiger,Switzerland,Geneva,Beauty products,Fashion & Retail,Austria,,D,M,1947-07-10 00:00:00,Geiger,Reinold,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Technology,Ali Ghodsi,United States,San Francisco,Data analytics,Technology,Sweden,,D,M,1978-12-08 00:00:00,Ghodsi,Ali,,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Diversified,Lance Gokongwei,Philippines,Manila,Diversified,Diversified,Philippines,,D,M,1967-12-01 00:00:00,Gokongwei,Lance,,2023-04-04 05:01:00,,,"$376,795,508,680 "
Food & Beverage,Guan Yihong,China,Guangzhou,Restaurant,Food & Beverage,China,,U,M,,Guan,Yihong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Rajinder Gupta,India,Ludhiana,"Textiles, paper",Manufacturing,India,,D,M,1959-01-02 00:00:00,Gupta,Rajinder,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Service,Torstein Hagen,Switzerland,Lucerne,Cruises,Service,Norway,,D,M,1943-02-18 00:00:00,Hagen,Torstein,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Construction & Engineering,Ayman Hariri,France,Paris,"Construction, investments",Construction & Engineering,Lebanon,,E,M,1978-05-16 00:00:00,Hariri,Ayman,,2023-04-04 05:01:00,,,"$2,715,518,274,227 "
Finance & Investments,Alfredo Harp Helu & family,Mexico,Mexico City,"Banking, investments",Finance & Investments,Mexico,,U,M,1944-03-11 00:00:00,Harp Helu,Alfredo,,2023-04-04 05:01:00,,,"$1,258,286,717,125 "
Automotive,He Xiaopeng,China,Guangzhou,Electric vehicles,Automotive,China,,D,M,1977-11-03 00:00:00,He,Xiaopeng,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Fashion & Retail,Christoph Henkel,United Kingdom,London,Consumer goods,Fashion & Retail,Germany,,E,M,1958-02-11 00:00:00,Henkel,Christoph,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Fashion & Retail,Daniel Hirschfeld,United States,Kearney,Fashion retail,Fashion & Retail,United States,,E,M,1941-05-31 00:00:00,Hirschfeld,Daniel,,2023-04-04 05:01:00,Nebraska,Midwest,"$21,427,700,000,000 "
Technology,Drew Houston,United States,Austin,Cloud storage service,Technology,United States,Dropbox,D,M,1983-03-04 00:00:00,Houston,Drew,CEO,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Manufacturing,Huang Jinxiang & family,China,Xuancheng,Chemicals,Manufacturing,China,,U,M,1965-01-27 00:00:00,Huang,Jinxiang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Rameshchandra Jain,India,Mumbai,Textiles,Manufacturing,India,,U,M,1948-06-22 00:00:00,Jain,Rameshchandra,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Healthcare,Ke Zunhong & family,China,Chengdu,Pharmaceuticals,Healthcare,China,,D,M,1954-07-01 00:00:00,Ke,Zunhong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Media & Entertainment,Kim Taek-jin,South Korea,Seoul,Online games,Media & Entertainment,South Korea,NCSOFT Corporation,D,M,1967-03-14 00:00:00,Kim,Taek-jin,,2023-04-04 05:01:00,,,"$2,029,000,000,000 "
Real Estate,Koh Wee Meng,Singapore,Singapore,"Real estate, hotels",Real Estate,Singapore,,U,M,1963-07-01 00:00:00,Koh,Wee Meng,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Manufacturing,Sergei Kolesnikov,Russia,Moscow,Building materials,Manufacturing,Russia,,U,M,1972-02-25 00:00:00,Kolesnikov,Sergei,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Finance & Investments,Hemendra Kothari,India,Mumbai,Financial services,Finance & Investments,India,,D,M,1946-08-26 00:00:00,Kothari,Hemendra,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Finance & Investments,Sebastian Kulczyk,Switzerland,,Diversified,Finance & Investments,Poland,,E,M,1980-11-16 00:00:00,Kulczyk,Sebastian,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Real Estate,Kwee Liong Keng,Singapore,Singapore,Real estate,Real Estate,Singapore,,Split Family Fortune,M,1946-01-01 00:00:00,Kwee,Liong Keng,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Real Estate,Kwee Liong Phing,Singapore,Singapore,Real estate,Real Estate,Singapore,,Split Family Fortune,M,1958-01-01 00:00:00,Kwee,Liong Phing,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Real Estate,Kwee Liong Seen,Singapore,Singapore,Real estate,Real Estate,Singapore,,Split Family Fortune,M,1953-01-01 00:00:00,Kwee,Liong Seen,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Real Estate,Kwee Liong Tek,Singapore,Singapore,Real estate,Real Estate,Singapore,,Split Family Fortune,M,1947-01-01 00:00:00,Kwee,Liong Tek,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Diversified,Kwek Leng Keow,Singapore,Singapore,Diversified,Diversified,Singapore,,N,M,1952-01-01 00:00:00,Kwek,Leng Keow,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Diversified,Kwek Leng Peck,Singapore,Singapore,Diversified,Diversified,Singapore,,U,M,1956-01-01 00:00:00,Kwek,Leng Peck,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Real Estate,Raymond Kwok,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,,U,M,1953-04-10 00:00:00,Kwok,Raymond,,2023-04-04 05:01:00,,,
Diversified,Lee Ho-jin,South Korea,Seoul,Diversified,Diversified,South Korea,Taekwang Industrial,U,M,1962-12-08 00:00:00,Lee,Ho-jin,,2023-04-04 05:01:00,,,"$2,029,000,000,000 "
Finance & Investments,Michael Lee-Chin,Canada,Burlington,Mutual funds,Finance & Investments,Canada,,D,M,1951-01-03 00:00:00,Lee-Chin,Michael,,2023-04-04 05:01:00,,,"$1,736,425,629,520 "
Service,Manfredi Lefebvre d'Ovidio & family,Monaco,Monte Carlo,Cruises,Service,Italy,,D,M,1953-04-30 00:00:00,Lefebvre d'Ovidio,Manfredi,,2023-04-04 05:01:00,,,"$7,184,844,193 "
Fashion & Retail,Bernard Lewis & family,United Kingdom,London,Fashion retailer,Fashion & Retail,United Kingdom,,U,M,1926-02-10 00:00:00,Lewis,Bernard,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Metals & Mining,Li Jinyang,China,Chifeng,Mining,Metals & Mining,China,,D,F,,Li,Jinyang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Automotive,William Li,China,Beijing,Electric vehicles,Automotive,China,,D,M,1975-01-01 00:00:00,Li,William,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Jenny Lindén Urnes,Sweden,Helsingborg,Powdered metal,Manufacturing,Sweden,,E,F,1971-03-29 00:00:00,Lindén Urnes,Jenny,,2023-04-04 05:01:00,,,"$530,832,908,738 "
Healthcare,Liu Fangyi,China,Shanghai,Medical equipment,Healthcare,China,,D,M,,Liu,Fangyi,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,K.C. Liu,Taiwan,Taipei,Manufacturing,Technology,Taiwan,,D,M,1954-03-20 00:00:00,Liu,K.C.,,2023-04-04 05:01:00,,,
Manufacturing,Liu Ming Chung,Hong Kong,Hong Kong,Paper,Manufacturing,Brazil,,D,M,1963-01-01 00:00:00,Liu,Ming Chung,,2023-04-04 05:01:00,,,
Metals & Mining,Anatoly Lomakin,Russia,Moscow,Investments,Metals & Mining,Russia,,E,M,1952-06-30 00:00:00,Lomakin,Anatoly,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Food & Beverage,Brandt Louie,Canada,Vancouver,Drugstores,Food & Beverage,Canada,,D,M,1943-07-05 00:00:00,Louie,Brandt,,2023-04-04 05:01:00,,,"$1,736,425,629,520 "
Diversified,Lucia Maggi & family,Brazil,Rondonopolis,Agribusiness,Diversified,Brazil,,Split Family Fortune,F,1932-07-20 00:00:00,Maggi,Lucia,Philanthropist,2023-04-04 05:01:00,,,"$1,839,758,040,766 "
Media & Entertainment,Gary Magness,United States,Denver,"Cable TV, investments",Media & Entertainment,United States,,E,M,1954-02-26 00:00:00,Magness,Gary,,2023-04-04 05:01:00,Colorado,West,"$21,427,700,000,000 "
Technology,Mao Lixiang & family,China,Ningbo,Cooking appliances,Technology,China,,D,M,1941-01-01 00:00:00,Mao,Lixiang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,David McMurtry,United Kingdom,Wotton-under-Edge,Manufacturing,Manufacturing,United Kingdom,,D,M,1940-05-03 00:00:00,McMurtry,David,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Manufacturing,Deepak Mehta,India,Vadodara,Chemicals,Manufacturing,India,,D,M,1956-12-12 00:00:00,Mehta,Deepak,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Real Estate,Miao Shouliang,China,Shenzhen,Real estate,Real Estate,China,,D,M,1955-01-01 00:00:00,Miao,Shouliang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Healthcare,Miao Yongjun,China,Zhengzhou,Clinical diagnostics,Healthcare,China,,U,M,1967-12-01 00:00:00,Miao,Yongjun,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Yoshiko Mori,Japan,Tokyo,Real estate,Real Estate,Japan,,U,F,1940-09-24 00:00:00,Mori,Yoshiko,,2023-04-04 05:01:00,,,"$5,081,769,542,380 "
Technology,Marius Nacht,Israel,Tel Aviv,Software,Technology,Israel,,E,M,1966-01-01 00:00:00,Nacht,Marius,,2023-04-04 05:01:00,,,"$395,098,666,122 "
Healthcare,Tadako Nakatani,Japan,Kobe,Medical diagnostic equipment,Healthcare,Japan,,D,F,,Nakatani,Tadako,,2023-04-04 05:01:00,,,"$5,081,769,542,380 "
Metals & Mining,Vadim Novinsky,Ukraine,Kiev,Steel,Metals & Mining,Ukraine,,U,M,1963-06-03 00:00:00,Novinsky,Vadim,,2023-04-04 05:01:00,,,"$153,781,069,118 "
Finance & Investments,Niti Osathanugrah,Thailand,Bangkok,"Energy drinks,investments",Finance & Investments,Thailand,,D,M,1973-10-18 00:00:00,Osathanugrah,Niti,,2023-04-04 05:01:00,,,"$543,649,976,166 "
Finance & Investments,Gretel Packer,Australia,Sydney,Investments,Finance & Investments,Australia,,D,F,1966-04-01 00:00:00,Packer,Gretel,,2023-04-04 05:01:00,,,"$1,392,680,589,329 "
Manufacturing,Pan Longquan,China,Nanjing,Manufacturing,Manufacturing,China,,N,M,1965-01-01 00:00:00,Pan,Longquan,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Pan Shiyi,China,Beijing,Real estate,Real Estate,China,,Split Family Fortune,M,1963-01-01 00:00:00,Pan,Shiyi,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Healthcare,David Paul,United States,Audubon,Medical devices,Healthcare,United States,Globus Medical,D,M,1966-12-25 00:00:00,Paul,David,Founder and Executive Chairman,2023-04-04 05:01:00,Pennsylvania,Northeast,"$21,427,700,000,000 "
Fashion & Retail,Tom Persson,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,D,M,1985-01-01 00:00:00,Persson,Tom,,2023-04-04 05:01:00,,,"$530,832,908,738 "
Automotive,Qian Jinghong,China,Wuxi,Electric scooters,Automotive,China,,R,F,1973-01-01 00:00:00,Qian,Jinghong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Qin Long,China,Qingdao,Tire,Manufacturing,China,,D,M,1965-07-01 00:00:00,Qin,Long,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Healthcare,M.Satyanarayana Reddy,India,Hyderabad,Pharmaceuticals,Healthcare,India,,D,M,1957-04-18 00:00:00,Reddy,M.Satyanarayana,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Diversified,Mochtar Riady & family,Indonesia,Jakarta,Diversified,Diversified,Indonesia,,D,M,1929-05-12 00:00:00,Riady,Mochtar,,2023-04-04 05:01:00,,,"$1,119,190,780,753 "
Fashion & Retail,Rihanna,United States,Los Angeles,"Music, cosmetics",Fashion & Retail,Barbados,,D,F,1988-02-20 00:00:00,Rihanna,,Musician,2023-04-04 05:01:00,California,West,"$21,427,700,000,000 "
Construction & Engineering,Boris Rotenberg,Russia,Moscow,"Construction, pipes, chemicals",Construction & Engineering,Russia,,U,M,1957-01-03 00:00:00,Rotenberg,Boris,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Real Estate,Subhash Runwal,India,Mumbai,Real estate,Real Estate,India,,E,M,1943-05-22 00:00:00,Runwal,Subhash,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Manufacturing,Igor Rybakov,Russia,Moscow,Building materials,Manufacturing,Russia,,U,M,1972-05-16 00:00:00,Rybakov,Igor,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Healthcare,Carlos Sanchez,Brazil,Santo Andre,Generic drugs,Healthcare,Brazil,,E,M,1962-01-21 00:00:00,Sanchez,Carlos,,2023-04-04 05:01:00,,,"$1,839,758,040,766 "
Real Estate,Martin Selig,United States,Seattle,Real estate,Real Estate,United States,,E,M,1937-12-31 00:00:00,Selig,Martin,,2023-04-04 05:01:00,Washington,West,"$21,427,700,000,000 "
Energy,Airat Shaimiev,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,U,M,1962-03-07 00:00:00,Shaimiev,Airat,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Energy,Radik Shaimiev,Russia,Kazan,"Refinery, chemicals",Energy,Russia,,U,M,1964-11-14 00:00:00,Shaimiev,Radik,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Fashion & Retail,Nobutoshi Shimamura,Japan,Saitama,Retail,Fashion & Retail,Japan,,U,M,1926-03-08 00:00:00,Shimamura,Nobutoshi,,2023-04-04 05:01:00,,,"$5,081,769,542,380 "
Technology,Jared Smith,United States,Provo,Cloud computing,Technology,United States,,E,M,1974-10-02 00:00:00,Smith,Jared,,2023-04-04 05:01:00,Utah,West,"$21,427,700,000,000 "
Fashion & Retail,Charlotte Soderstrom,Sweden,Stockholm,H&M,Fashion & Retail,Sweden,,D,F,1977-01-01 00:00:00,Soderstrom,Charlotte,,2023-04-04 05:01:00,,,"$530,832,908,738 "
Healthcare,Anand Surana,India,Bangalore,Pharmaceuticals,Healthcare,India,,D,M,1971-03-24 00:00:00,Surana,Anand,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Healthcare,Dilip Surana,India,Bangalore,Pharmaceuticals,Healthcare,India,,D,M,1966-01-18 00:00:00,Surana,Dilip,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Finance & Investments,Wilma Tisch,United States,New York,Diversified,Finance & Investments,United States,,D,F,1927-06-25 00:00:00,Tisch,Wilma,,2023-04-04 05:01:00,New York,Northeast,"$21,427,700,000,000 "
Technology,Jianyi Wang,China,Hangzhou,Fiber optic cables,Technology,China,,U,M,1963-01-12 00:00:00,Wang,Jianyi,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Logistics,Wang Jilei,China,Shanghai,Logistics,Logistics,China,,U,M,1965-01-01 00:00:00,Wang,Jilei,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Shuifu Wang,China,Hangzhou,Manufacturing,Manufacturing,China,,D,M,1955-02-10 00:00:00,Wang,Shuifu,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Wang Yanqing & family,China,Weihai,Carbon fiber products,Manufacturing,China,,D,F,1946-07-02 00:00:00,Wang,Yanqing,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Metals & Mining,Wang Zelong,China,Jiaozuo,Chemicals,Metals & Mining,China,,D,M,1996-07-01 00:00:00,Wang,Zelong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Werner O. Weber,Switzerland,Zurich,Electronic components,Manufacturing,Switzerland,,E,M,1939-02-09 00:00:00,Weber,Werner O.,,2023-04-04 05:01:00,,,"$703,082,435,360 "
Manufacturing,Anne Werninghaus,Brazil,Joinville,Industrial machinery,Manufacturing,Brazil,,U,F,1986-01-01 00:00:00,Werninghaus,Anne,,2023-04-04 05:01:00,,,"$1,839,758,040,766 "
Finance & Investments,"Alfred West, Jr.",United States,Paoli,Money management,Finance & Investments,United States,,U,M,1942-12-07 00:00:00,West,Alfred,,2023-04-04 05:01:00,Pennsylvania,Northeast,"$21,427,700,000,000 "
Manufacturing,Bo Wu,China,Nanjing,Machinery,Manufacturing,China,,E,M,1954-05-01 00:00:00,Wu,Bo,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Wu Chaoqun,China,Meishan,Chemicals,Manufacturing,China,,U,M,1969-05-18 00:00:00,Wu,Chaoqun,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Swift Xie,China,Shenzhen,Drones,Technology,China,DJI Technology Co.,E,M,1980-01-01 00:00:00,Xie,Swift,Chief Marketing Officer,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Xu Guozhong & family,China,Changzhou,Motors,Manufacturing,China,,D,M,1963-09-01 00:00:00,Xu,Guozhong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Food & Beverage,Yao Kuizhang,China,Hengshui,Beverages,Food & Beverage,China,,D,M,1965-01-01 00:00:00,Yao,Kuizhang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Yu Peidi,China,Shanghai,Real estate,Real Estate,Hong Kong,,D,M,1960-01-01 00:00:00,Yu,Peidi,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Healthcare,Yuan Liping,China,Shenzhen,Pharmaceuticals,Healthcare,Canada,,D,F,1971-01-01 00:00:00,Yuan,Liping,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Zhang Chuanwei & family,China,Zhongshan,Machinery,Manufacturing,China,,D,M,1962-06-15 00:00:00,Zhang,Chuanwei,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Zhang Keqiang,China,Guangzhou,Real estate,Real Estate,China,,D,M,1960-04-29 00:00:00,Zhang,Keqiang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Zhang Xin,China,Beijing,Real estate,Real Estate,China,SOHO China,Split Family Fortune,F,1965-08-24 00:00:00,Zhang,Xin,"Cofounder, CEO",2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Xinghai Zhang & family,China,Chongqing,Machinery,Manufacturing,China,,D,M,1963-01-01 00:00:00,Zhang,Xinghai,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Zheng Jianjiang & family,China,Ningbo,Electrical equipment,Manufacturing,China,,D,M,1961-01-01 00:00:00,Zheng,Jianjiang,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Zhong Sheng Jian,Singapore,Singapore,Real estate,Real Estate,Singapore,,D,M,1958-03-03 00:00:00,Zhong,Sheng Jian,,2023-04-04 05:01:00,,,"$372,062,527,489 "
Fashion & Retail,Zhou Chengjian,China,Shanghai,Fashion retail,Fashion & Retail,China,,D,M,1965-04-30 00:00:00,Zhou,Chengjian,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Diversified,Boris Zingarevich,Russia,Saint Petersburg,"Pulp and paper, diversified",Diversified,Russia,,R,M,1959-07-08 00:00:00,Zingarevich,Boris,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Automotive,A. Jayson Adair,United States,Dallas,Damaged cars,Automotive,United States,,U,M,1969-10-16 00:00:00,Adair,A. Jayson,,2023-04-04 05:01:00,Texas,South,"$21,427,700,000,000 "
Logistics,Soegiarto Adikoesoemo,Indonesia,Surabaya,Chemicals,Logistics,Indonesia,,R,M,1938-03-24 00:00:00,Adikoesoemo,Soegiarto,,2023-04-04 05:01:00,,,"$1,119,190,780,753 "
Healthcare,Rajendra Agarwal,India,Mumbai,Pharmaceuticals,Healthcare,India,,D,M,1959-02-25 00:00:00,Agarwal,Rajendra,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Healthcare,Chirayu Amin,India,Baroda,Pharmaceuticals,Healthcare,India,,D,M,1946-12-04 00:00:00,Amin,Chirayu,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Real Estate,Anant Asavabhokhin,Thailand,Bangkok,Real estate,Real Estate,Thailand,,E,M,1950-08-11 00:00:00,Asavabhokhin,Anant,,2023-04-04 05:01:00,,,"$543,649,976,166 "
Finance & Investments,Roman Avdeev,Russia,Moscow,"Banking, development",Finance & Investments,Russia,,R,M,1967-07-17 00:00:00,Avdeev,Roman,,2023-04-04 05:01:00,,,"$1,699,876,578,871 "
Automotive,Ziv Aviram,Israel,Mevaseret Zion,Automotive technology,Automotive,Israel,,D,M,1959-01-03 00:00:00,Aviram,Ziv,,2023-04-04 05:01:00,,,"$395,098,666,122 "
Fashion & Retail,Sachin Bansal,India,Bangalore,Flipkart,Fashion & Retail,India,,E,M,1981-08-05 00:00:00,Bansal,Sachin,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Energy,Kiki Barki,Indonesia,Jakarta,Coal,Energy,Indonesia,,D,M,1939-11-25 00:00:00,Barki,Kiki,,2023-04-04 05:01:00,,,"$1,119,190,780,753 "
Construction & Engineering,Elena Baturina,United Kingdom,London,"Investments, real estate",Construction & Engineering,Russia,,D,F,1963-03-08 00:00:00,Baturina,Elena,,2023-04-04 05:01:00,,,"$2,827,113,184,696 "
Healthcare,Banwari Lal Bawri,India,Mumbai,Pharmaceuticals,Healthcare,India,,D,M,1953-04-02 00:00:00,Bawri,Banwari Lal,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Finance & Investments,Othman Benjelloun & family,Morocco,Casablanca,"Banking, insurance",Finance & Investments,Morocco,,E,M,1932-11-01 00:00:00,Benjelloun,Othman,,2023-04-04 05:01:00,,,"$118,725,279,596 "
Diversified,Hari Bhartia,India,Delhi,Diversified,Diversified,India,,D,M,1956-12-12 00:00:00,Bhartia,Hari,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Healthcare,Shyam Bhartia,India,Delhi,"Pharmaceuticals, food",Healthcare,India,,D,M,1952-11-09 00:00:00,Bhartia,Shyam,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
Technology,Stewart Butterfield,United States,Aspen,Messaging software,Technology,Canada,Slack,D,M,1973-03-21 00:00:00,Butterfield,Stewart,Cofounder and CEO,2023-04-04 05:01:00,Colorado,West,"$21,427,700,000,000 "
Technology,Cai Mingtong,China,Quanzhou,Electronic components,Technology,China,,D,M,1952-02-15 00:00:00,Cai,Mingtong,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Anthony Casalena,United States,Monkton,Software,Technology,United States,,E,M,1982-04-24 00:00:00,Casalena,Anthony,,2023-04-04 05:01:00,Maryland,South,"$21,427,700,000,000 "
Manufacturing,Chang Jianming & family,China,Shanghai,Industrial equipment,Manufacturing,China,,N,M,1965-02-11 00:00:00,Chang,Jianming,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Real Estate,Richard Chang,Taiwan,Taipei,"Real estate, electronics",Real Estate,Taiwan,,D,M,1947-01-01 00:00:00,Chang,Richard,,2023-04-04 05:01:00,,,
Metals & Mining,Chen Xuehua,China,Tongxiang,Minerals processing,Metals & Mining,China,,D,M,1961-01-01 00:00:00,Chen,Xuehua,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Manufacturing,Chen Yin,China,Shanghai,Power tools,Manufacturing,China,,N,M,1973-01-01 00:00:00,Chen,Yin,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Automotive,Chin Jong Hwa,Taiwan,Taoyuan,Auto parts,Automotive,Taiwan,,D,M,1958-06-01 00:00:00,Chin,Jong Hwa,,2023-04-04 05:01:00,,,
Telecom,R. Marcelo Claure,United States,Miami Beach,Cell phone distribution,Telecom,United States,,N,M,1970-12-09 00:00:00,Claure,R. Marcelo,,2023-04-04 05:01:00,Florida,South,"$21,427,700,000,000 "
Finance & Investments,Alberto Cortina,Spain,Madrid,Investments,Finance & Investments,Spain,,E,M,1946-01-20 00:00:00,Cortina,Alberto,,2023-04-04 05:01:00,,,"$1,394,116,310,769 "
Real Estate,Eduardo Costantini,Argentina,Buenos Aires,Real estate,Real Estate,Argentina,,D,M,1946-09-17 00:00:00,Costantini,Eduardo,,2023-04-04 05:01:00,,,"$449,663,446,954 "
Food & Beverage,Wenjun Dai,China,Changsha,Food,Food & Beverage,China,,D,M,1968-08-12 00:00:00,Dai,Wenjun,,2023-04-04 05:01:00,,,"$19,910,000,000,000 "
Technology,Anand Deshpande,India,Pune,Technology,Technology,India,,E,M,1962-05-01 00:00:00,Deshpande,Anand,,2023-04-04 05:01:00,,,"$2,611,000,000,000 "
